valor,texto
1,"Devido à estreita relação entre produção energética e crescimento econômico, o governo tem, cada vez mais, investido em geração de energia. Porém, os grupos de defesa ecológica cobram que as soluções em busca do crescimento não agridam, ou limitem ao mínimo possível as agressões ao meio ambiente. Dessa forma a solução tem sido o investimento crescente em soluções de baixo custo ambiental. As pequenas centrais hidrelétricas se multiplicam em virtude de serem de rápida construção e não necessitarem de uma área tão grande em comparação a uma hidrelétrica convencional. Além de possuírem a vantagem de uma geração mais próxima as localidades que estão fora dos grandes eixos de geração. Mas não basta uma grande quantidade de fontes de geração, é preciso assegurar uma geração eficiente, na qual deve haver o melhor aproveitamento possível da energia gerada, não apenas visando uma economia ambiental, mas também uma economia financeira. Serão abordadas técnicas de avaliação de desempenho e correto dimensionamento dos equipamentos mais utilizados no serviço auxiliar de uma PCH, como o sistema de iluminação, o sistema de transformadores, o sistema de motores e o sistema de refrigeração a fim de explicitar a facilidade de aplicação das mesmas e o alto custo benefício de sua utilização, não apenas no projeto, mas sim continuamente por uma pequena central hidrelétrica"
1,"A simulação de curto-circuito em um sistema elétrico tem enorme importância para o planejamento e operação do mesmo, ao permitir antever as conseqüências danosas dos defeitos simulados. Este conhecimento possibilita a tomada de medidas necessárias para minimizar essas conseqüências, com a mínima perturbação possível ao sistema elétrico. Isto inclui não somente a inserção de dispositivos que promovam a interrupção dos circuitos defeituosos, mas também garantir que todos os seus componentes, percorridos pelas correntes de defeito, possam suportar seus efeitos enquanto elas persistirem. Nesta monografia, abordam-se os curtos-circuitos trifásico, bifásico, bifásico-terra e monofásico em uma planta industrial que sofreu uma expansão em seu sistema elétrico, com a inserção de novos geradores e motores. Tal expansão provocou um aumento significativo das correntes de curto-circuito de forma que os equipamentos da instalação necessitaram ser avaliados em relação à sua capacidade de suportar essas correntes de falta. Para tanto, vários casos foram simulados computacionalmente, ligando/desligando os geradores presentes, utilizando o programa DIgSILENT PowerFactory como ferramenta de cálculo de curtocircuito. Estas simulações tiveram o objetivo de encontrar a melhor situação de operação do sistema, ou seja, encontrar a situação na qual as corrente máximas de curto-circuito que as barras suportam não sejam excedidas. Para encontrar a melhor situação descrita anteriormente, foi convenientemente inserido um reator a fim de diminuir esta corrente de curto-circuito. A título de complementação para o estudo, foram definidos alguns disjuntores de média tensão, baseados nos resultados das simulações"
1,"Em diversas aplicações industriais ou automotivas faz se uso de motores elétricos ou a combustão para acionar cargas através de eixos ou correias. Muitas vezes é desejável medir o torque desenvolvido pelo motor mas não é possível fazer medições diretas no eixo ou mesmo utilizar sensores de corrente para fazer medição indireta. Dessa forma há a possibilidade de inferir essa medida através de deformações que os esforços geram nas estruturas que fazem a fixação do motor e da carga no equipamento. Tais deformações podem ser captadas com o uso de extensômetros instalados em pontos onde a estrutura é mais solicitada durante a operação normal do equipamento. Nesse trabalho é proposto um método de medição de torque de um motor elétrico utilizando técnicas de extensometria. Com esse sistema de medição foi construído um gráfico de aferição, no qual o torque desenvolvido pelo motor é função da tensão de saída do sistema de medição de torque. "
1,"Este trabalho apresenta o desenvolvimento de um software para facilitar a análise do desempenho de Motores de Indução Trifásico a partir dos dados do circuito equivalente. O software possui uma interface amigável onde o usuário, para análise em Regime Permanente entra com os dados do circuito equivalente extraídos em laboratório e então é emitido um relatório com os dados de desempenho do motor. Caso também seja de interesse analisar o motor em Regime Transitório é necessário entrar com alguns dados adicionais do motor a ser analisado então é gerado um arquivo para facilitar a análise utilizando o software SIMNON®. É mostrado no trabalho todo o equacionamento do modelo e resultado de algumas simulações. O método proposto e a implementação computacional garantem resultados precisos e confiáveis
"
1,"No presente trabalho são estudados os motores sem escovas com ímãs permanentes no rotor e fluxo não-senoidal, os chamados motores brushless DC (BDCM). Tais máquinas elétricas apresentam melhor desempenho, eficiência superior e outras vantagens em relação aos motores de indução monofásicos e aos motores de corrente contínua com comutadores. Seus princípios de funcionamento, principais configurações e estratégias de controle são descritos. É exibida a modelagem matemática de um BDCM ideal, a partir da qual foram obtidas as curvas características teóricas de torque versus velocidade e eficiência versus torque de um protótipo existente, as quais são comparadas com os resultados obtidos nos ensaios realizados"
1,"Neste trabalho de conclusão de curso foi desenvolvido um controlador por avanço de fase para um robô móvel de pequeno porte que possui o módulo RCM4500W RabbitCore e um microprocessador Rabbit 4000. A programação, realizada através do software Dynamic C, permite o controle de velocidade e posição em malha fechada de dois motores, cada um responsável pelo acionamento de uma das duas rodas do robô. O modelo do motor foi identificado a partir de pontos gerados pelos encoders acoplados nas rodas do robô em resposta a uma entrada degrau de tensão aplicada nos motores. O acionamento de cada motor é realizado através de sinais de PWM e ponte H. Simulações do modelo e do controlador foram realizadas e os resultados obtidos com os controladores de velocidade e posição foram satisfatórios"
0,"A Lei Complementar n. º 123/2006 incorporou ao ordenamento jurídico brasileiro o Estatuto da Microempresa e da Empresa de Pequeno Porte, cujas regras tributárias formam o Simples Nacional, um regime especial de tributação dito menos oneroso e mais simplificado. Em atendimento ao princípio constitucional do tratamento diferenciado e favorecido aos micro e pequenos empresários, cujos empreendimentos precisam de um ambiente mais propício ao seu desenvolvimento, esse regime opcional compõe-se de oito diferentes tributos, dos quais o presente trabalho decidiu estudar o Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS), cobrado na forma do Simples Nacional. No regime comum, o imposto sobre o consumo é baseado no princípio constitucional da não cumulatividade, mas, quando cobrado na forma do microssistema, o aproveitamento de créditos de ICMS é vedado. A controvérsia reside no fato de que as pequenas empresas têm o direito constitucional de pagar menos tributos, porém esse direito é condicionado à suspensão do direito à não cumulatividade. Outrossim, o imposto indireto, de competência estadual, embora incorporado ao Simples Nacional pela União Federal, não necessariamente viola o pacto federativo"
0,"O presente trabalho tem como objetivo estudar os conceitos de responsabilidade ao proteger
(RwP) e responsabilidade de proteger (RtoP), conquanto se mostram como a questão de
maior importância para as atuais crises armadas, caracterizadas pelo crescente uso de
tecnologias bélicas e aspecto de internacionalização dos conflitos com grandes influências
para a comunidade internacional. O conceito de responsabilidade de proteger, entretanto, não
foi suficientemente desenvolvido desde a sua primeira aparição, após o Conflito do Kosovo, o
que causa grandes dúvidas quanto a seu significado e consequências. Estas dificuldades, por
sua vez, têm causado com que em diversos conflitos existam ações autoritárias e abusivas dos
procedimentos previstos por este conceito, como a troca de regimes e desrespeito aos direitos
humanos, que ele mesmo buscava combater. No decorrer histórico, foi apresentado pelo
Brasil na abertura da Assembleia Geral das Nações Unidas de 2011 o conceito de
responsabilidade ao proteger, teorizado como diretrizes essenciais à aplicação da
responsabilidade de proteger de modo a se evitar os abusos causados por potências
interventoras que extrapolaram o mandato do Conselho de Segurança das Nações Unidas.
Hoje, contando com dois conceitos que visam servir de aparato para a proteção dos direitos
humanos e que de certa forma desestabilizam a regulação do uso da força, a Organização das
Nações Unidas se encontra em uma posição perigosa de falta de compreensão do significado
desses conceitos, em especial no tocante ao termo responsabilidade previsto por cada um
deles, que a torna incapaz de responder eficazmente às situations internacionais."
0,"O trabalho tratará dos direitos fundamentais, analisando seu tratamento ao longo das
constituições brasileiras , até a chegada da constituição de 1988 e fará a partir dela uma
análise da efetivação dos direitos humanos fundamentais. A análise contemporânea terá
como objetivo a análise do tratamento dado aos direitos fundamentais e sua proteção
frente ao abusos da administração pública (lei 4898/65) levando-se em conta a análise
da lei 9.099/95 (lei dos juizados especiais cíveis e criminais) , sua alteração pela lei
10259/01 e o conflito criado por esta mudança na efetivação da proteção dos direitos
fundamentais das pessoas. Caberá ainda nesta análise a compreensão do princípio da
proporcionalidade na sua vertente da proibição da proteção deficiente,buscando-se
através desta análise a busca de um caminho para ajudar a resolver tão intrincado
problema constitucional."
0,[sem resumo]
0,"O presente trabalho tem o intuito de desenvolver uma base conceitual e uma estrutura lógica que fundamentem uma análise comparativa entre ordenamentos jurídicos e práticas culturais distintas, a fim de que seja possível um questionamento crítico referente a estruturas sociais de controle de condutas humanas. Nesse sentido, é rejeitada a abordagem puramente formal e descritiva realizada pelo Positivismo Jurídico, uma vez que essa corrente se restringe a extrair do direito o que lhe é universal, impedindo qualquer valoração. Busca-se, portanto, em sentido contrário, uma abordagem conceitual ampla, por meio da qual critérios são desenvolvidos para possíveis análises comparativas entre mecanismos de controle social distintos. Assim, analisando-se o direito com uma visão mais ampla e interpretando-o conforme contextos socioculturais específicos, por meio de análises casuísticas, é apresentada uma fundamentação teórica para que práticas sociais e ordenamentos jurídicos possam ser estudados a partir de sua eficiência e legitimidade. Considerando o direito como fenômeno social, o qual se relaciona diretamente com organizações culturais e valores morais específicos, busca-se, também, compreender o âmbito normativo dos costumes, a fim de que estes também possam ser objeto de análises comparativas. Assim, considerando o Relativismo Cultural como corrente teórica que nega qualquer objetividade nas análises morais e culturais, também é exposto um posicionamento crítico em relação a essa corrente, por meio do qual se demonstra possíveis critérios neutros para a valoração de práticas e costumes sociais."
0,"A cultura e formulação do ensino em geral enfrentam uma grave crise no tocante a reprodução e reforço de desigualdades em detrimento do alcance de sua finalidade transformadora- que deveria ser um dos seus escopos principais. Demonstrando a carência pedagógica dos cursos de Direito e a função da universidade no contexto global, por meio de uma crítica jurídica feminista, pretende-se analisar o papel da reformulação da cultura e ensino jurídicos como elementos imprescindíveis de emancipação social, com a ampliação de outras novas formas de saber mais comprometidas com a condição humana, com o aprofundamento das formas de pensar, bem como com a introdução de um recorte transversal que inclua as relações de gênero e acesso das mulheres no campo científico e espaço público, para a construção de uma sociedade efetivamente democrática e emancipatória."
0,"Este estudo tem por objetivo analisar a relação entre o instituto da concessão no direito administrativo e a infraestrutura. Para tanto, realizou-se uma comparação entre o regime jurídico de diferentes espécies de concessão. A íntima relação entre esses contratos administrativos e o desenvolvimento da infraestrutura é analisada sob a ótica da disponibilização de ferramentas eficazes e eficientes para o administrador público."
0,"Tomando como cenário o mundo globalizado, em que assistimos a uma efervescência do comércio internacional, e mais especificamente o Brasil, que tem buscado se projetar como potência econômica, esta pesquisa pretende contribuir para discutir e problematizar, nesse contexto global no qual estamos inseridos, a necessidade de medidas que regulamentem as práticas de comércio exterior. Assim, a presente pesquisa tem como tema um estudo sobre as inovações do Decreto nº 8.058, de 26 de julho de 2013, nos procedimentos administrativos relativos à investigação e à aplicação de medidas antidumping. Pretende-se tomar como foco as modificações em relação ao decreto anterior (Decreto nº 1.602/95), pautando-se em três pilares: celeridade das investigações, eficácia das medidas aplicadas e previsibilidade para o setor privado; implicando, estas, em aspectos protecionistas. Para tanto, serão abordadas as generalidades da Defesa Comercial e os Fundamentos, Requisitos e Órgãos envolvidos na imposição de Medidas de Defesa Comercial. Tendo levantado os procedimentos administrativos, será feita uma análise, alertando sobre as consequências que esse novo Decreto, mais protecionista, a nosso ver, pode trazer para o cenário econômico nacional e para os consumidores, que sempre sofrem, de forma final e direta, com as medidas impostas por órgãos governamentais e pela própria OMC."
0,"O presente estudo visa abordar o tema das prisões preventivas e os assuntos aos quais se entrelaça, principalmente as consequências práticas na vida dos que a ela são submetidos, seus pressupostos de decretação e o prazo limite de duração de tal medida. Tanto os requisitos que devem ser preenchidos para a aplicação da preventiva, que estão taxados no art. 312 do Código de Processo Penal, tendo por base conjuntamente o disposto no art. 282 do mesmo diploma legal sobre as medidas cautelares em geral, quanto os limites de duração desta medida, são elementos que dão margem a interpretações diversas, ou seja, tem um viés subjetivo. Assim, esta análise visa abordar essa subjetividade existente na decretação e limitação de um instituto tão rigoroso e cerceante dos direito individuais, como a prisão, que teoricamente só deve ser utilizada como ultima ratio e obedecendo a critérios objetivos, a discricionariedade do juiz nessas decisões ganha destaque no que é aqui suscitado. Bem como, os parâmetros indefinidos, subjetivos e extremamente flexíveis do prazo em que pode se estender a medida, ficando o preso provisório submetido à vontade do Estado e do julgador, o que por vezes acaba desencadeando a antecipação da pena ao acusado. Princípios constitucionais também são aqui elencados e nota-se como são conflitantes em alguns casos, principalmente com relação à presunção de inocência. Por fim, analisa-se a jurisprudência pátria almejando verificação prática da utilização dessa medida constritiva de liberdade, bem como as consequências de sua aplicação de forma excessiva, tanto em quantidade, quanto em período de duração. Finaliza-se com uma tentativa de se exprimir o que se nota como tendências para um futuro próximo, tendo em vista que a situação atual é insustentável e um barril de pólvoras prestes a estourar, considerando-se o sistema carcerário brasileiro e o aumento crescente da violência nos centros urbanos."
